#Associated Gene Name	Strand	Ensembl Transcript ID	Transcription Start Site (TSS)	Chromosome Name
BACH1-AS1	-1	ENST00000449923	29371226	21
BACH1-AS1	-1	ENST00000615718	29376339	21
BACH1-IT2	1	ENST00000608072	29370623	21
BACH1-IT2	1	ENST00000436529	29370947	21
BAIAP2-AS1	-1	ENST00000577066	81034573	17
BAIAP2-AS1	-1	ENST00000573167	81034881	17
BANCR	-1	ENST00000624238	69306295	9
BANCR	-1	ENST00000625062	69306977	9
BARX1-AS1	1	ENST00000454594	93955597	9
BARX1-AS1	1	ENST00000453045	93955834	9
BCAR4	-1	ENST00000615574	11820285	16
BCAR4	-1	ENST00000573319	11828811	16
BCAR4	-1	ENST00000577041	11828811	16
BCAR4	-1	ENST00000574028	11828818	16
BCAR4	-1	ENST00000571259	11828828	16
BCAR4	-1	ENST00000573037	11828832	16
BCAR4	-1	ENST00000571158	11828845	16
BCYRN1	1	ENST00000418539	47331060	2
BMPR1B-AS1	-1	ENST00000510795	94757533	4
BMS1P14	-1	ENST00000615056	40566281	9
BMS1P20	1	ENST00000426066	22303224	22
BMS1P4	-1	ENST00000580790	73730487	10
BPESC1	1	ENST00000418282	139104185	3
BSN-AS2	-1	ENST00000433882	49554340	3
BSN-AS2	-1	ENST00000421598	49554366	3
BX088702.1	1	ENST00000615668	60519734	9
BX088702.2	1	ENST00000613890	60521458	9
BX088702.3	1	ENST00000621153	60522897	9
BX088702.4	1	ENST00000618689	60523280	9
BX119917.1	-1	ENST00000401114	72152414	X
BX255923.3	-1	ENST00000619971	41103816	9
BX255923.3	-1	ENST00000620833	41106229	9
BX284613.1	-1	ENST00000401105	171041440	1
BX322557.10	1	ENST00000454115	45288052	21
BX322557.10	1	ENST00000400362	45288062	21
BX322557.13	1	ENST00000445242	45336707	21
BX323860.1	-1	ENST00000390191	230049250	1
BX470187.1	-1	ENST00000516766	36438926	22
BX649553.1	1	ENST00000583047	1294132	X
BX649553.2	1	ENST00000578699	1293615	X
BX649553.3	1	ENST00000581137	1291755	X
BX649553.4	1	ENST00000580687	1292094	X
C10orf115	-1	ENST00000376501	23239816	10
C10orf40	-1	ENST00000430888	59958671	10
C10orf40	-1	ENST00000521074	59960882	10
C10orf40	-1	ENST00000444900	59960913	10
C10orf85	1	ENST00000369071	120597949	10
C10orf85	1	ENST00000623529	120597949	10
C11orf72	-1	ENST00000446232	67605964	11
C11orf72	-1	ENST00000333139	67606706	11
C11orf97	1	ENST00000542198	94512581	11
C12orf36	-1	ENST00000527705	13376430	12
C12orf36	-1	ENST00000539026	13376675	12
C12orf36	-1	ENST00000318426	13376711	12
C12orf36	-1	ENST00000531049	13387167	12
C12orf36	-1	ENST00000532841	13387167	12
C12orf80	-1	ENST00000551332	52208402	12
C12orf80	-1	ENST00000551894	52210823	12
C12orf80	-1	ENST00000553017	52210855	12
C14orf132	1	ENST00000555004	96039324	14
C14orf132	1	ENST00000553764	96039362	14
C14orf132	1	ENST00000556728	96039372	14
C14orf132	1	ENST00000553782	96039384	14
C14orf182	-1	ENST00000533506	49993134	14
C14orf182	-1	ENST00000529902	50006519	14
C14orf182	-1	ENST00000399206	50007520	14
C14orf182	-1	ENST00000528300	50007520	14
C14orf182	-1	ENST00000530176	50007520	14
C14orf23	1	ENST00000399387	28772704	14
C14orf23	1	ENST00000552957	28772785	14
C14orf23	1	ENST00000548213	28772795	14
C14orf23	1	ENST00000550266	28785871	14
C14orf64	-1	ENST00000554822	97978046	14
C14orf64	-1	ENST00000556462	97978056	14
C14orf64	-1	ENST00000556138	97978065	14
C14orf64	-1	ENST00000512901	97978108	14
C14orf64	-1	ENST00000502187	97978110	14
C14orf64	-1	ENST00000499006	97978124	14
C16orf47	-1	ENST00000358463	73144447	16
C16orf82	1	ENST00000505035	27066707	16
C16orf82	1	ENST00000418886	27066898	16
C17orf100	1	ENST00000542475	6651718	17
C1orf132	-1	ENST00000487977	207822703	1
C1orf132	-1	ENST00000608023	207869150	1
C1orf140	-1	ENST00000434398	221335920	1
C1orf140	-1	ENST00000439004	221336296	1
C1orf143	1	ENST00000443836	218510096	1
C1orf143	1	ENST00000491260	218524840	1
C1orf180	-1	ENST00000370624	84635020	1
C1orf220	1	ENST00000367638	178542752	1
C1orf220	1	ENST00000521244	178542796	1
C1orf234	-1	ENST00000440767	23014024	1
C1orf234	-1	ENST00000622840	23014094	1
C1orf234	-1	ENST00000623102	23015850	1
C20orf187	1	ENST00000378252	11027760	20
C20orf203	-1	ENST00000360785	32651759	20
C20orf203	-1	ENST00000608990	32673941	20
C21orf119	1	ENST00000534991	32393130	21
C21orf37	1	ENST00000440664	17438890	21
C21orf37	1	ENST00000613691	17441781	21
C21orf49	1	ENST00000382375	32772100	21
C21orf49	1	ENST00000382377	32772125	21
C21orf49	1	ENST00000454365	32772150	21
C21orf49	1	ENST00000612326	32772161	21
C21orf49	1	ENST00000382378	32772162	21
C21orf49	1	ENST00000491756	32772174	21
C21orf49	1	ENST00000477513	32772188	21
C21orf54	-1	ENST00000451980	33170236	21
C21orf67	-1	ENST00000615847	44934973	21
C21orf67	-1	ENST00000330551	44939845	21
C21orf67	-1	ENST00000397841	44939913	21
C21orf91-OT1	-1	ENST00000430401	17792509	21
C21orf91-OT1	-1	ENST00000439392	17792509	21
C21orf91-OT1	-1	ENST00000430815	17792523	21
C22orf34	-1	ENST00000498829	49425437	22
C22orf34	-1	ENST00000343999	49624920	22
C22orf34	-1	ENST00000444628	49626894	22
C22orf34	-1	ENST00000405854	49657430	22
C22orf34	-1	ENST00000416411	49657457	22
C22orf34	-1	ENST00000414287	49657504	22
C22orf34	-1	ENST00000400023	49657542	22
C5orf17	1	ENST00000512559	23951348	5
C5orf17	1	ENST00000507936	23951564	5
C5orf27	1	ENST00000357880	95852232	5
C5orf27	1	ENST00000436592	95852232	5
C5orf27	1	ENST00000620167	95856869	5
C5orf64	1	ENST00000507461	61637708	5
C5orf64	1	ENST00000511407	61637781	5
C5orf64	1	ENST00000505642	61637809	5
C5orf64	1	ENST00000510414	61637809	5
C5orf64	1	ENST00000313303	61686076	5
C5orf64	1	ENST00000502395	61686872	5
C5orf66-AS1	-1	ENST00000511256	135039696	5
C5orf66-AS1	-1	ENST00000507035	135040047	5
C5orf66-AS2	-1	ENST00000555344	135247815	5
C5orf66-AS2	-1	ENST00000505663	135248179	5
C6orf100	1	ENST00000377186	28943877	6
C6orf123	-1	ENST00000366822	167796846	6
C6orf123	-1	ENST00000495520	167796859	6
C8orf12	1	ENST00000533578	11368402	8
C8orf12	1	ENST00000529305	11390424	8
C8orf12	1	ENST00000624614	11394124	8
C8orf37-AS1	1	ENST00000517655	95204456	8
C8orf37-AS1	1	ENST00000521905	95268836	8
C8orf37-AS1	1	ENST00000517437	95432637	8
C8orf37-AS1	1	ENST00000614093	95798395	8
C8orf49	1	ENST00000525043	11761256	8
C8orf49	1	ENST00000625198	11761387	8
C8orf87	-1	ENST00000625010	93134809	8
C8orf87	-1	ENST00000522116	93135435	8
C8orf87	-1	ENST00000521906	93166850	8
C9orf106	1	ENST00000316786	129321016	9
C9orf135-AS1	-1	ENST00000453410	69820667	9
C9orf135-AS1	-1	ENST00000526458	69820683	9
C9orf135-AS1	-1	ENST00000439418	69820739	9
C9orf53	1	ENST00000441769	21966929	9
CAHM	-1	ENST00000604200	163413960	6
CASC11	-1	ENST00000502463	127733967	8
CASC11	-1	ENST00000518376	127733967	8
CASC11	-1	ENST00000519071	127733967	8
CASC14	-1	ENST00000566912	22147193	6
CASC15	1	ENST00000606336	21664772	6
CASC15	1	ENST00000606851	21666444	6
CASC15	1	ENST00000607048	21668819	6
CASC15	1	ENST00000444265	21898720	6
CASC15	1	ENST00000606197	22146654	6
CASC15	1	ENST00000605917	22147208	6
CASC16	-1	ENST00000565755	52554179	16
CASC16	-1	ENST00000510238	52606935	16
CASC16	-1	ENST00000563844	52652105	16
CASC17	-1	ENST00000569074	71202177	17
CASC18	1	ENST00000548557	105704203	12
CASC18	1	ENST00000547465	105706774	12
CASC19	-1	ENST00000521815	127203222	8
CASC20	1	ENST00000415932	6446723	20
CASC21	1	ENST00000521586	127339274	8
CASC22	1	ENST00000569713	52258564	16
CASC6	-1	ENST00000437768	91690428	6
CASC7	-1	ENST00000560295	140529501	8
CASC9	-1	ENST00000504531	75278461	8
CASC9	-1	ENST00000521147	75278497	8
CASC9	-1	ENST00000523313	75324316	8
CASC9	-1	ENST00000522183	75324741	8
CATIP-AS1	-1	ENST00000425481	218367322	2
CATIP-AS1	-1	ENST00000441749	218367835	2
CBR3-AS1	-1	ENST00000624086	36134006	21
CBR3-AS1	-1	ENST00000625189	36134873	21
CBR3-AS1	-1	ENST00000624883	36135589	21
CBR3-AS1	-1	ENST00000609192	36137385	21
CBR3-AS1	-1	ENST00000625079	36138464	21
CBR3-AS1	-1	ENST00000623647	36138868	21
CBR3-AS1	-1	ENST00000623579	36146318	21
CBR3-AS1	-1	ENST00000623638	36146865	21
CBR3-AS1	-1	ENST00000432988	36150710	21
CBR3-AS1	-1	ENST00000608690	36156268	21
CBR3-AS1	-1	ENST00000413862	36156295	21
CBR3-AS1	-1	ENST00000427491	36156306	21
CBR3-AS1	-1	ENST00000453159	36156307	21
CBR3-AS1	-1	ENST00000608622	36156317	21
CBR3-AS1	-1	ENST00000608632	36156317	21
CBR3-AS1	-1	ENST00000608641	36156317	21
CBR3-AS1	-1	ENST00000623484	36156336	21
CBR3-AS1	-1	ENST00000624080	36175815	21
CCAT1	-1	ENST00000500112	127219088	8
CCDC26	-1	ENST00000520048	129574991	8
CCDC26	-1	ENST00000523151	129575016	8
CCDC26	-1	ENST00000446592	129680239	8
CD27-AS1	-1	ENST00000417058	6447773	12
CD27-AS1	-1	ENST00000447687	6448785	12
CD27-AS1	-1	ENST00000538616	6451449	12
CD27-AS1	-1	ENST00000399492	6451502	12
CD27-AS1	-1	ENST00000537003	6451512	12
CD27-AS1	-1	ENST00000504270	6451515	12
CD27-AS1	-1	ENST00000535639	6451517	12
CD27-AS1	-1	ENST00000536388	6451534	12
CD27-AS1	-1	ENST00000545339	6451567	12
CDC37L1-AS1	-1	ENST00000609131	4679471	9
CDC37L1-AS1	-1	ENST00000607997	4679502	9
CDRT7	1	ENST00000568256	15030975	17
CDRT8	-1	ENST00000579752	15106187	17
CECR3	-1	ENST00000428828	17266733	22
CECR7	1	ENST00000441006	17036570	22
CECR7	1	ENST00000414401	17037212	22
CECR7	1	ENST00000609932	17037239	22
CECR7	1	ENST00000609596	17037286	22
CERS6-AS1	-1	ENST00000600693	168784788	2
CERS6-AS1	-1	ENST00000594941	168786397	2
CERS6-AS1	-1	ENST00000599361	168786428	2
CERS6-AS1	-1	ENST00000425636	168786429	2
CERS6-AS1	-1	ENST00000594898	168786429	2
CERS6-AS1	-1	ENST00000599755	168786429	2
CERS6-AS1	-1	ENST00000609766	168786429	2
CERS6-AS1	-1	ENST00000614990	168786429	2
CERS6-AS1	-1	ENST00000609665	168786435	2
CERS6-AS1	-1	ENST00000607993	168786961	2
CH17-125A10.2	-1	ENST00000617368	144642058	1
CH17-125A10.2	-1	ENST00000615763	144642372	1
CH17-140K24.1	1	ENST00000624102	141078076	5
CH17-140K24.3	1	ENST00000623581	141168231	5
CH17-140K24.4	1	ENST00000623995	141177849	5
CH17-189H20.1	1	ENST00000611769	149176022	1
CH17-189H20.1	1	ENST00000619653	149176041	1
CH17-189H20.1	1	ENST00000612135	149176183	1
CH17-264L24.1	1	ENST00000624350	22264601	22
CH17-340M24.3	-1	ENST00000360656	154428479	X
CH17-353B19.1	1	ENST00000622359	146235806	1
CH17-360D5.1	1	ENST00000576178	47918739	10
CH17-360D5.1	1	ENST00000613306	47918739	10
CH17-360D5.2	-1	ENST00000613389	47985966	10
CH17-360D5.2	-1	ENST00000618306	47985987	10
CH17-360D5.2	-1	ENST00000479781	47991800	10
CH17-360D5.2	-1	ENST00000610809	47991850	10
CH17-360D5.3	-1	ENST00000619523	47973496	10
CH17-408M7.1	1	ENST00000621489	146514471	1
CH17-437K3.1	1	ENST00000417218	121396754	1
CH17-80A12.1	-1	ENST00000616097	40622155	9
CH507-145C22.1	1	ENST00000624576	6318434	21
CH507-145C22.1	1	ENST00000623738	6318440	21
CH507-145C22.1	1	ENST00000623989	6318495	21
CH507-145C22.1	1	ENST00000624165	6318495	21
CH507-145C22.1	1	ENST00000624847	6354264	21
CH507-145C22.3	-1	ENST00000624181	6670650	21
CH507-145C22.3	-1	ENST00000623225	6670667	21
CH507-145C22.4	-1	ENST00000623347	6997737	21
CH507-152C13.6	-1	ENST00000623896	6553955	21
CH507-154B10.1	-1	ENST00000623950	6635776	21
CH507-154B10.1	-1	ENST00000623047	6638337	21
CH507-154B10.1	-1	ENST00000623106	6659740	21
CH507-154B10.1	-1	ENST00000624965	6670611	21
CH507-154B10.1	-1	ENST00000623313	6670642	21
CH507-154B10.1	-1	ENST00000624846	6670650	21
CH507-154B10.1	-1	ENST00000625185	6670692	21
CH507-154B10.1	-1	ENST00000623324	6670695	21
CH507-154B10.2	-1	ENST00000623165	6997699	21
CH507-154B10.2	-1	ENST00000624519	6997740	21
CH507-154B10.2	-1	ENST00000624728	6997765	21
CH507-210P18.1	1	ENST00000623678	6789592	21
CH507-210P18.4	1	ENST00000624937	6858539	21
CH507-210P18.5	1	ENST00000623720	6904884	21
CH507-216K13.2	1	ENST00000623370	10123896	21
CH507-236L23.1	1	ENST00000625184	7020599	21
CH507-24F1.1	-1	ENST00000623227	5502497	21
CH507-24F1.1	-1	ENST00000624859	5502497	21
CH507-24F1.1	-1	ENST00000624261	5502542	21
CH507-24F1.2	-1	ENST00000619488	6235192	21
CH507-24F1.2	-1	ENST00000617746	6267275	21
CH507-24F1.2	-1	ENST00000623405	6267278	21
CH507-24F1.2	-1	ENST00000623575	6267280	21
CH507-24F1.2	-1	ENST00000621924	6267304	21
CH507-24F1.2	-1	ENST00000624446	6267313	21
CH507-24F1.2	-1	ENST00000623506	6267317	21
CH507-254M2.1	1	ENST00000623095	7048891	21
CH507-254M2.1	1	ENST00000622911	7048917	21
CH507-254M2.1	1	ENST00000621909	7048920	21
CH507-254M2.1	1	ENST00000623394	7048939	21
CH507-254M2.1	1	ENST00000624310	7048982	21
CH507-254M2.1	1	ENST00000615804	7081004	21
CH507-254M2.2	1	ENST00000617062	7430659	21
CH507-254M2.2	1	ENST00000625096	7430669	21
CH507-254M2.2	1	ENST00000624791	7430695	21
CH507-254M2.2	1	ENST00000624907	7430717	21
CH507-254M2.2	1	ENST00000624461	7430730	21
CH507-254M2.2	1	ENST00000625115	7430760	21
CH507-254M2.2	1	ENST00000610988	7462782	21
CH507-254M2.3	1	ENST00000623892	6721812	21
CH507-338C24.1	-1	ENST00000623190	7675666	21
CH507-338C24.1	-1	ENST00000624633	7676444	21
CH507-338C24.1	-1	ENST00000623637	7676592	21
CH507-338C24.1	-1	ENST00000623643	7676592	21
CH507-338C24.1	-1	ENST00000623797	7676627	21
CH507-338C24.1	-1	ENST00000623783	7677935	21
CH507-338C24.1	-1	ENST00000623374	7679177	21
CH507-338C24.1	-1	ENST00000625005	7681742	21
CH507-396I9.3	-1	ENST00000624951	7793954	21
CH507-39O4.1	1	ENST00000623587	5705345	21
CH507-39O4.2	-1	ENST00000623723	5709456	21
CH507-42P11.6	-1	ENST00000623297	6088242	21
CH507-42P11.6	-1	ENST00000624872	6091407	21
CH507-42P11.7	1	ENST00000623983	6081193	21
CH507-513H4.1	1	ENST00000623664	8197620	21
CH507-528H12.1	1	ENST00000623860	8383777	21
CHL1-AS2	-1	ENST00000451839	196859	3
CHL1-AS2	-1	ENST00000444879	197199	3
CHL1-AS2	-1	ENST00000452919	197341	3
CHODL-AS1	-1	ENST00000447175	17885608	21
CISTR	-1	ENST00000570015	53751835	12
CITF22-1A6.3	1	ENST00000610245	49902228	22
CITF22-49D8.1	1	ENST00000434707	47345569	22
CITF22-49E9.3	-1	ENST00000623759	49934074	22
CITF22-92A6.1	1	ENST00000608290	46013606	22
CLIP1-AS1	1	ENST00000539034	122395542	12
CLIP1-AS1	1	ENST00000535976	122395606	12
CMB9-22P13.1	1	ENST00000619960	65455258	11
CMB9-22P13.1	1	ENST00000309775	65455313	11
CMB9-22P13.2	-1	ENST00000622944	65488136	11
CMP21-97G8.1	1	ENST00000608665	34412200	21
CMP21-97G8.2	1	ENST00000608289	34425508	21
CNTN4-AS2	-1	ENST00000447256	2144241	3
COX10-AS1	-1	ENST00000423323	13792550	17
COX10-AS1	-1	ENST00000577798	13892839	17
COX10-AS1	-1	ENST00000582752	13892839	17
COX10-AS1	-1	ENST00000623598	14030657	17
COX10-AS1	-1	ENST00000449363	14069458	17
COX10-AS1	-1	ENST00000602539	14069479	17
COX10-AS1	-1	ENST00000602743	14069495	17
CPEB2-AS1	-1	ENST00000501916	14994505	4
CPEB2-AS1	-1	ENST00000500394	15002045	4
CR381670.1	1	ENST00000459169	8794358	21
CR383657.1	1	ENST00000459523	18477371	14
CR392039.1	-1	ENST00000459307	9099185	21
CR392039.2	-1	ENST00000458847	9098944	21
CR536603.1	-1	ENST00000578136	45976954	22
CRNDE	-1	ENST00000560029	54920616	16
CRNDE	-1	ENST00000558031	54923779	16
CRNDE	-1	ENST00000501177	54928551	16
CRNDE	-1	ENST00000559598	54928551	16
CRNDE	-1	ENST00000559432	54928716	16
CRNDE	-1	ENST00000502066	54928796	16
CRNDE	-1	ENST00000560912	54928812	16
CRNDE	-1	ENST00000558952	54928886	16
CRNDE	-1	ENST00000560208	54929149	16
CRNDE	-1	ENST00000557792	54929189	16
CROCCP2	-1	ENST00000412962	16634559	1
CROCCP2	-1	ENST00000362058	16644683	1
CRYM-AS1	1	ENST00000338573	21300849	16
CRYM-AS1	1	ENST00000561968	21300881	16
CRYM-AS1	1	ENST00000444326	21303247	16
CSPG4P1Y	1	ENST00000306641	25482908	Y
CSPG4P2Y	-1	ENST00000306853	24187231	Y
CT867976.1	-1	ENST00000610677	11478241	22
CT867977.1	-1	ENST00000619651	11607939	22
CT978678.1	1	ENST00000613866	11628660	22
CTA-109P11.1	-1	ENST00000450247	117572457	10
CTA-109P11.4	1	ENST00000549104	117425194	10
CTA-126B4.7	1	ENST00000428765	42438023	22
CTA-14H9.5	1	ENST00000567732	26527063	6
CTA-150C2.13	1	ENST00000450216	38921227	22
CTA-212A2.2	1	ENST00000623490	36091148	22
CTA-212A2.3	1	ENST00000624264	36071000	22
CTA-212A2.4	1	ENST00000623420	36066533	22
CTA-217C2.2	-1	ENST00000609432	45156011	22
CTA-221G9.11	-1	ENST00000623422	25252602	22
CTA-221G9.7	1	ENST00000454253	25212742	22
CTA-223H9.9	1	ENST00000609612	41430934	22
CTA-228A9.3	1	ENST00000609162	38090127	22
CTA-246H3.12	-1	ENST00000609330	25435070	22
CTA-249B10.1	-1	ENST00000568036	25424169	16
CTA-250D10.23	-1	ENST00000566575	41923100	22
CTA-254O6.1	1	ENST00000561473	87109539	7
CTA-268H5.14	-1	ENST00000609206	45263585	22
CTA-276F8.1	1	ENST00000618736	14150833	16
CTA-280A3.1	1	ENST00000623467	47944306	22
CTA-280A3.2	1	ENST00000623760	47916728	22
CTA-280A3__B.2	-1	ENST00000457518	48048549	22
CTA-31J9.2	1	ENST00000452888	134636489	6
CTA-342B11.1	1	ENST00000430449	31963357	22
CTA-342B11.2	1	ENST00000416995	31970823	22
CTA-342B11.2	1	ENST00000436395	31970861	22
CTA-342B11.3	1	ENST00000624235	31991593	22
CTA-363E6.2	-1	ENST00000567369	19367878	16
CTA-363E6.2	-1	ENST00000563613	19401693	16
CTA-373H7.7	-1	ENST00000382641	26672654	22
CTA-384D8.33	1	ENST00000609758	50597152	22
CTA-384D8.34	1	ENST00000609268	50542650	22
CTA-384D8.35	-1	ENST00000609178	50542906	22
CTA-390C10.9	1	ENST00000609964	25436312	22
CTA-392C11.1	-1	ENST00000521363	40311261	8
CTA-392C11.1	-1	ENST00000521030	40343363	8
CTA-392C11.1	-1	ENST00000522486	40343402	8
CTA-392C11.2	1	ENST00000518722	40370028	8
CTA-392E5.1	1	ENST00000517368	85839705	8
CTA-392E5.1	1	ENST00000518266	85889523	8
CTA-397C4.2	1	ENST00000415702	44443327	22
CTA-398F10.1	-1	ENST00000517681	8424578	8
CTA-398F10.1	-1	ENST00000519814	8424632	8
CTA-398F10.2	-1	ENST00000521218	8461337	8
CTA-445C9.15	-1	ENST00000564772	26525036	22
CTA-481E9.3	-1	ENST00000563866	18173063	16
CTA-481E9.4	-1	ENST00000569048	17972542	16
CTA-481E9.4	-1	ENST00000567304	18151595	16
CTA-503F6.2	1	ENST00000427360	27204211	22
CTA-520D8.2	-1	ENST00000441809	13659910	1
CTA-714B7.7	1	ENST00000610215	35122661	22
CTA-722E9.1	1	ENST00000625038	49500568	22
CTA-796E4.3	1	ENST00000420391	26161834	22
CTA-796E4.5	1	ENST00000624243	26056135	22
CTA-929C8.5	1	ENST00000449126	27276240	22
CTA-929C8.6	1	ENST00000426467	27310651	22
CTA-929C8.7	-1	ENST00000454387	27318538	22
CTA-929C8.8	1	ENST00000413244	27331787	22
CTA-989H11.1	1	ENST00000609564	42278188	22
CTA-992D9.10	1	ENST00000623814	27040197	22
CTA-992D9.11	1	ENST00000623027	27019369	22
CTA-992D9.6	-1	ENST00000453934	27060518	22
CTA-992D9.7	1	ENST00000430468	27143478	22
CTA-992D9.8	1	ENST00000623947	27102766	22
CTA-992D9.9	1	ENST00000624792	27044001	22
CTB-111F10.1	-1	ENST00000415249	91643512	7
CTB-113I20.2	1	ENST00000606089	134005147	5
CTB-113P19.5	-1	ENST00000607135	151725356	5
CTB-114C7.4	-1	ENST00000511921	170312716	5
CTB-118N6.2	1	ENST00000508766	116574482	5
CTB-11I22.2	1	ENST00000520323	159227715	5
CTB-129P6.11	-1	ENST00000591646	44954007	19
CTB-12O2.1	1	ENST00000524295	151949571	5
CTB-12O2.1	1	ENST00000524034	151958898	5
CTB-12O2.1	1	ENST00000518431	152195448	5
CTB-12O2.1	1	ENST00000523605	152217074	5
CTB-131B5.5	1	ENST00000523154	140157319	5
CTB-131B5.5	1	ENST00000607850	140161953	5
CTB-13L3.1	1	ENST00000480135	90403434	7
CTB-151G24.1	-1	ENST00000598435	27640638	19
CTB-151G24.1	-1	ENST00000600419	27640638	19
CTB-151G24.1	-1	ENST00000589010	27646483	19
CTB-158E9.1	-1	ENST00000518984	154485929	5
CTB-158E9.1	-1	ENST00000522134	154486150	5
CTB-164N12.1	1	ENST00000519400	173463500	5
CTB-164N12.1	1	ENST00000518605	173469682	5
CTB-167B5.2	-1	ENST00000585152	88273750	7
CTB-17P3.4	-1	ENST00000523781	151158462	5
CTB-180A7.8	1	ENST00000593563	6393809	19
CTB-180A7.8	1	ENST00000596254	6396345	19
CTB-181F24.1	-1	ENST00000523538	165240760	5
CTB-181F24.1	-1	ENST00000521341	165241752	5
CTB-187M2.1	1	ENST00000435953	19457080	17
CTB-187M2.3	-1	ENST00000582654	19492960	17
CTB-191D16.1	-1	ENST00000512989	148941777	4
CTB-191D16.1	-1	ENST00000504394	148942378	4
CTB-1H10.1	1	ENST00000507391	146400981	5
CTB-1I21.1	1	ENST00000502421	136734927	5
CTB-25B13.5	1	ENST00000594262	1440839	19
CTB-25J19.1	-1	ENST00000358469	7021431	19
CTB-25J19.1	-1	ENST00000612322	7021432	19
CTB-30L5.1	-1	ENST00000591803	106598908	7
CTB-31N19.5	-1	ENST00000613759	21531141	16
CTB-31O20.2	-1	ENST00000565797	1876169	19
CTB-31O20.4	1	ENST00000593201	1822089	19
CTB-31O20.4	1	ENST00000590823	1822146	19
CTB-31O20.4	1	ENST00000590531	1822561	19
CTB-31O20.4	1	ENST00000587741	1823200	19
CTB-31O20.9	1	ENST00000592720	1875016	19
CTB-32H22.1	1	ENST00000523205	173414035	5
CTB-32O4.2	1	ENST00000587859	29213235	19
CTB-32O4.2	1	ENST00000590607	29213283	19
CTB-32O4.3	1	ENST00000618791	29220864	19
CTB-32O4.4	1	ENST00000615154	29222542	19
CTB-32P11.1	1	ENST00000522426	164209631	5
CTB-33O18.1	1	ENST00000519821	173562478	5
CTB-33O18.2	1	ENST00000520300	173574938	5
CTB-35F21.1	1	ENST00000515296	139684645	5
CTB-35F21.2	-1	ENST00000515306	139746223	5
CTB-35F21.3	-1	ENST00000506892	139775406	5
CTB-35F21.5	1	ENST00000607370	139775305	5
CTB-39G8.2	-1	ENST00000589730	45372057	17
CTB-40H15.4	1	ENST00000607026	14872332	5
CTB-41I6.1	1	ENST00000585297	8965896	17
CTB-41I6.2	1	ENST00000578788	8967523	17
CTB-43E15.1	1	ENST00000523242	173642519	5
CTB-43E15.2	1	ENST00000521373	173689459	5
CTB-50L17.16	-1	ENST00000591414	4458759	19
CTB-50L17.16	-1	ENST00000590989	4471279	19
CTB-50L17.16	-1	ENST00000589066	4471493	19
CTB-54I1.1	-1	ENST00000517916	172559014	5
CTB-58E17.1	1	ENST00000612330	38702452	17
